"gene_id" "chromosome" "geneStart"
"8792" "ENSG00000147481.9" "chr8" 50822349
"8793" "ENSG00000147485.8" "chr8" 52232138
"8794" "ENSG00000147488.7" "chr8" 53023399
"8795" "ENSG00000147509.9" "chr8" 54764368
"8796" "ENSG00000147526.15" "chr8" 38585704
"8797" "ENSG00000147533.12" "chr8" 41347915
"8798" "ENSG00000147535.12" "chr8" 38120648
"8799" "ENSG00000147536.7" "chr8" 41386725
"8800" "ENSG00000147548.12" "chr8" 38127215
"8801" "ENSG00000147570.5" "chr8" 66933795
"8802" "ENSG00000147571.3" "chr8" 67088620
"8803" "ENSG00000147573.12" "chr8" 67039131
"8804" "ENSG00000147576.11" "chr8" 67342420
"8805" "ENSG00000147586.5" "chr8" 80830952
"8806" "ENSG00000147588.6" "chr8" 82352561
"8807" "ENSG00000147592.4" "chr8" 71547553
"8808" "ENSG00000147596.3" "chr8" 70963886
"8809" "ENSG00000147601.9" "chr8" 73921099
"8810" "ENSG00000147604.9" "chr8" 74202506
"8811" "ENSG00000147606.4" "chr8" 92221722
"8812" "ENSG00000147613.3" "chr8" 87060602
"8813" "ENSG00000147614.3" "chr8" 86999552
"8814" "ENSG00000147642.12" "chr8" 110586207
"8815" "ENSG00000147647.8" "chr8" 105342552
"8816" "ENSG00000147649.5" "chr8" 98656407
"8817" "ENSG00000147650.7" "chr8" 105501459
"8818" "ENSG00000147654.10" "chr8" 110551940
"8819" "ENSG00000147655.6" "chr8" 108911544
"8820" "ENSG00000147669.6" "chr8" 101162812
"8821" "ENSG00000147676.9" "chr8" 120177273
"8822" "ENSG00000147677.6" "chr8" 117654369
"8823" "ENSG00000147679.7" "chr8" 117778742
"8824" "ENSG00000147684.3" "chr8" 125551344
"8825" "ENSG00000147687.12" "chr8" 125500726
"8826" "ENSG00000147689.12" "chr8" 124191200
"8827" "ENSG00000147697.4" "chr8" 130760442
"8828" "ENSG00000147724.7" "chr8" 139142266
"8829" "ENSG00000147799.7" "chr8" 145754563
"8830" "ENSG00000147804.5" "chr8" 145635126
"8831" "ENSG00000147813.11" "chr8" 144656955
"8832" "ENSG00000147852.11" "chr9" 2621834
"8833" "ENSG00000147853.12" "chr9" 4711155
"8834" "ENSG00000147854.12" "chr9" 6413151
"8835" "ENSG00000147862.10" "chr9" 14081842
"8836" "ENSG00000147869.4" "chr9" 14719722
"8837" "ENSG00000147872.5" "chr9" 19108373
"8838" "ENSG00000147873.4" "chr9" 21304613
"8839" "ENSG00000147874.6" "chr9" 19053141
"8840" "ENSG00000147883.9" "chr9" 22002902
"8841" "ENSG00000147885.2" "chr9" 21216372
"8842" "ENSG00000147889.12" "chr9" 21967751
"8843" "ENSG00000147894.10" "chr9" 27546544
"8844" "ENSG00000147896.3" "chr9" 27524312
"8845" "ENSG00000147905.13" "chr9" 37120536
"8846" "ENSG00000147912.8" "chr9" 37510889
"8847" "ENSG00000147926.9" "chr9" 40700291
"8848" "ENSG00000147955.12" "chr9" 34634719
"8849" "ENSG00000148019.8" "chr9" 80850978
"8850" "ENSG00000148053.11" "chr9" 87283466
"8851" "ENSG00000148057.11" "chr9" 86237964
"8852" "ENSG00000148082.5" "chr9" 91628060
"8853" "ENSG00000148090.7" "chr9" 93976097
"8854" "ENSG00000148110.11" "chr9" 97136833
"8855" "ENSG00000148120.10" "chr9" 97488983
"8856" "ENSG00000148123.10" "chr9" 103790991
"8857" "ENSG00000148136.5" "chr9" 107288534
"8858" "ENSG00000148143.8" "chr9" 109625378
"8859" "ENSG00000148153.9" "chr9" 115446206
"8860" "ENSG00000148154.5" "chr9" 114659046
"8861" "ENSG00000148156.6" "chr9" 111616871
"8862" "ENSG00000148158.12" "chr9" 115513118
"8863" "ENSG00000148175.8" "chr9" 124101355
"8864" "ENSG00000148180.12" "chr9" 123970072
"8865" "ENSG00000148187.13" "chr9" 125026882
"8866" "ENSG00000148200.12" "chr9" 127279554
"8867" "ENSG00000148204.7" "chr9" 126118449
"8868" "ENSG00000148215.3" "chr9" 125551150
"8869" "ENSG00000148218.11" "chr9" 116148597
"8870" "ENSG00000148219.12" "chr9" 119187504
"8871" "ENSG00000148225.11" "chr9" 116075502
"8872" "ENSG00000148229.8" "chr9" 116169515
"8873" "ENSG00000148248.9" "chr9" 136228325
"8874" "ENSG00000148288.7" "chr9" 136028340
"8875" "ENSG00000148290.5" "chr9" 136218610
"8876" "ENSG00000148291.5" "chr9" 136223428
"8877" "ENSG00000148296.5" "chr9" 136197552
"8878" "ENSG00000148297.11" "chr9" 136205160
"8879" "ENSG00000148300.7" "chr9" 136271186
"8880" "ENSG00000148303.12" "chr9" 136215069
"8881" "ENSG00000148308.13" "chr9" 135906076
"8882" "ENSG00000148331.7" "chr9" 132399171
"8883" "ENSG00000148334.10" "chr9" 130882972
"8884" "ENSG00000148335.10" "chr9" 132371163
"8885" "ENSG00000148337.15" "chr9" 130928343
"8886" "ENSG00000148339.8" "chr9" 130830480
"8887" "ENSG00000148341.13" "chr9" 131769315
"8888" "ENSG00000148343.14" "chr9" 131798900
"8889" "ENSG00000148344.10" "chr9" 132500610
"8890" "ENSG00000148346.7" "chr9" 130911350
"8891" "ENSG00000148356.9" "chr9" 130213765
"8892" "ENSG00000148357.12" "chr9" 133046882
"8893" "ENSG00000148358.15" "chr9" 132815705
"8894" "ENSG00000148362.6" "chr9" 139886870
"8895" "ENSG00000148377.5" "chr10" 1064847
"8896" "ENSG00000148384.11" "chr9" 139323071
"8897" "ENSG00000148386.5" "chr9" 138555168
"8898" "ENSG00000148396.14" "chr9" 139334549
"8899" "ENSG00000148399.7" "chr9" 140449356
"8900" "ENSG00000148400.9" "chr9" 139388896
"8901" "ENSG00000148408.8" "chr9" 140772241
"8902" "ENSG00000148411.3" "chr9" 138898383
"8903" "ENSG00000148426.8" "chr10" 11865338
"8904" "ENSG00000148429.10" "chr10" 11495945
"8905" "ENSG00000148444.11" "chr10" 22604903
"8906" "ENSG00000148450.8" "chr10" 23384435
"8907" "ENSG00000148459.11" "chr10" 26986588
"8908" "ENSG00000148468.12" "chr10" 15253642
"8909" "ENSG00000148481.9" "chr10" 15820169
"8910" "ENSG00000148482.7" "chr10" 18240768
"8911" "ENSG00000148483.7" "chr10" 17794251
"8912" "ENSG00000148484.13" "chr10" 16632610
"8913" "ENSG00000148488.11" "chr10" 17360382
"8914" "ENSG00000148498.11" "chr10" 34398488
"8915" "ENSG00000148513.13" "chr10" 37414785
"8916" "ENSG00000148516.17" "chr10" 31607424
"8917" "ENSG00000148541.8" "chr10" 61005890
"8918" "ENSG00000148572.10" "chr10" 64893050
"8919" "ENSG00000148584.10" "chr10" 52559169
"8920" "ENSG00000148600.10" "chr10" 85954410
"8921" "ENSG00000148602.5" "chr10" 85991349
"8922" "ENSG00000148604.9" "chr10" 86004809
"8923" "ENSG00000148606.8" "chr10" 79734907
"8924" "ENSG00000148634.11" "chr10" 69681665
"8925" "ENSG00000148655.10" "chr10" 77360998
"8926" "ENSG00000148660.16" "chr10" 75572259
"8927" "ENSG00000148671.9" "chr10" 88727949
"8928" "ENSG00000148672.7" "chr10" 88810243
"8929" "ENSG00000148677.6" "chr10" 92671853
"8930" "ENSG00000148680.11" "chr10" 92500578
"8931" "ENSG00000148688.9" "chr10" 92631473
"8932" "ENSG00000148690.10" "chr10" 95427640
"8933" "ENSG00000148700.9" "chr10" 111756126
"8934" "ENSG00000148702.10" "chr10" 115310596
"8935" "ENSG00000148704.8" "chr10" 118888032
"8936" "ENSG00000148719.10" "chr10" 74092588
"8937" "ENSG00000148730.6" "chr10" 72164135
"8938" "ENSG00000148734.7" "chr10" 72007085
"8939" "ENSG00000148735.10" "chr10" 115511213
"8940" "ENSG00000148737.11" "chr10" 114710009
"8941" "ENSG00000148773.8" "chr10" 129894923
"8942" "ENSG00000148795.5" "chr10" 104590288
"8943" "ENSG00000148798.5" "chr10" 105036920
"8944" "ENSG00000148814.13" "chr10" 134145614
"8945" "ENSG00000148826.6" "chr10" 134598297
"8946" "ENSG00000148834.8" "chr10" 105995114
"8947" "ENSG00000148835.9" "chr10" 105127724
"8948" "ENSG00000148840.6" "chr10" 103892787
"8949" "ENSG00000148841.11" "chr10" 106071894
"8950" "ENSG00000148842.13" "chr10" 104678050
"8951" "ENSG00000148843.9" "chr10" 105156405
"8952" "ENSG00000148848.10" "chr10" 127700950
"8953" "ENSG00000148908.10" "chr10" 121259340
"8954" "ENSG00000148925.6" "chr11" 13409548
"8955" "ENSG00000148926.5" "chr11" 10326227
"8956" "ENSG00000148935.6" "chr11" 22647188
"8957" "ENSG00000148942.10" "chr11" 26688566
"8958" "ENSG00000148943.7" "chr11" 27516123
"8959" "ENSG00000148948.3" "chr11" 40135753
"8960" "ENSG00000148950.5" "chr11" 31453948
"8961" "ENSG00000148965.4" "chr11" 18252896
"8962" "ENSG00000148985.15" "chr11" 3818954
"8963" "ENSG00000149016.11" "chr11" 62342517
"8964" "ENSG00000149021.2" "chr11" 62172575
"8965" "ENSG00000149043.12" "chr11" 1848709
"8966" "ENSG00000149050.5" "chr11" 7020549
"8967" "ENSG00000149054.10" "chr11" 6947635
"8968" "ENSG00000149084.7" "chr11" 43577986
"8969" "ENSG00000149089.8" "chr11" 34874641
"8970" "ENSG00000149090.7" "chr11" 35453370
"8971" "ENSG00000149091.11" "chr11" 46354455
"8972" "ENSG00000149100.8" "chr11" 32605344
"8973" "ENSG00000149115.9" "chr11" 57067112
"8974" "ENSG00000149124.6" "chr11" 58407899
"8975" "ENSG00000149131.11" "chr11" 57364860
"8976" "ENSG00000149133.1" "chr11" 55761157
"8977" "ENSG00000149136.3" "chr11" 57093459
"8978" "ENSG00000149150.4" "chr11" 57252007
"8979" "ENSG00000149177.8" "chr11" 48002113
"8980" "ENSG00000149179.9" "chr11" 46958240
"8981" "ENSG00000149182.10" "chr11" 47185848
"8982" "ENSG00000149187.13" "chr11" 47487496
"8983" "ENSG00000149196.11" "chr11" 86013253
"8984" "ENSG00000149201.5" "chr11" 86085778
"8985" "ENSG00000149212.6" "chr11" 94898704
"8986" "ENSG00000149218.4" "chr11" 94822974
"8987" "ENSG00000149231.7" "chr11" 96085933
"8988" "ENSG00000149243.11" "chr11" 75133438
"8989" "ENSG00000149256.10" "chr11" 78363876
"8990" "ENSG00000149257.9" "chr11" 75273101
"8991" "ENSG00000149260.10" "chr11" 76777979
"8992" "ENSG00000149262.12" "chr11" 77589766
"8993" "ENSG00000149269.5" "chr11" 77032752
"8994" "ENSG00000149273.10" "chr11" 75110530
"8995" "ENSG00000149289.6" "chr11" 109964087
"8996" "ENSG00000149292.12" "chr11" 113185251
"8997" "ENSG00000149294.12" "chr11" 112831997
"8998" "ENSG00000149295.9" "chr11" 113280318
"8999" "ENSG00000149300.5" "chr11" 111788756
"9000" "ENSG00000149305.2" "chr11" 113775399
"9001" "ENSG00000149308.12" "chr11" 108027942
"9002" "ENSG00000149311.13" "chr11" 108093211
"9003" "ENSG00000149313.6" "chr11" 105946228
"9004" "ENSG00000149328.10" "chr11" 134201768
"9005" "ENSG00000149346.10" "chr20" 10415951
"9006" "ENSG00000149357.5" "chr11" 71796941
"9007" "ENSG00000149380.7" "chr11" 73946846
"9008" "ENSG00000149403.7" "chr11" 120382468
"9009" "ENSG00000149418.6" "chr11" 130029457
"9010" "ENSG00000149428.14" "chr11" 118914900
"9011" "ENSG00000149435.8" "chr20" 23965690
"9012" "ENSG00000149443.4" "chr20" 18790372
"9013" "ENSG00000149451.13" "chr20" 3648612
"9014" "ENSG00000149452.11" "chr11" 62756626
"9015" "ENSG00000149474.9" "chr20" 18118762
"9016" "ENSG00000149476.10" "chr11" 61100682
"9017" "ENSG00000149480.2" "chr11" 62360686
"9018" "ENSG00000149483.7" "chr11" 61129473
"9019" "ENSG00000149485.12" "chr11" 61567099
"9020" "ENSG00000149488.11" "chr20" 2517253
"9021" "ENSG00000149489.4" "chr11" 62379194
"9022" "ENSG00000149499.7" "chr11" 62369690
"9023" "ENSG00000149503.8" "chr11" 61891445
"9024" "ENSG00000149506.6" "chr11" 60635035
"9025" "ENSG00000149507.2" "chr11" 59807748
"9026" "ENSG00000149516.9" "chr11" 59824060
"9027" "ENSG00000149527.13" "chr1" 2357419
"9028" "ENSG00000149531.10" "chr20" 29611857
"9029" "ENSG00000149532.11" "chr11" 61170121
"9030" "ENSG00000149534.4" "chr11" 59855734
"9031" "ENSG00000149541.5" "chr11" 62382768
"9032" "ENSG00000149547.10" "chr11" 125439112
"9033" "ENSG00000149548.10" "chr11" 124824017
"9034" "ENSG00000149554.8" "chr11" 125495036
"9035" "ENSG00000149557.8" "chr11" 125315646
"9036" "ENSG00000149564.7" "chr11" 124622026
"9037" "ENSG00000149571.6" "chr11" 126293254
"9038" "ENSG00000149573.4" "chr11" 118124118
"9039" "ENSG00000149575.5" "chr11" 118032666
"9040" "ENSG00000149577.11" "chr11" 117049449
"9041" "ENSG00000149582.11" "chr11" 118401756
"9042" "ENSG00000149591.12" "chr11" 117070037
"9043" "ENSG00000149596.6" "chr20" 42740335
"9044" "ENSG00000149599.11" "chr20" 30435440
"9045" "ENSG00000149600.7" "chr20" 31290493
"9046" "ENSG00000149609.5" "chr20" 32250090
"9047" "ENSG00000149633.7" "chr20" 36838890
"9048" "ENSG00000149634.4" "chr20" 44515128
"9049" "ENSG00000149635.2" "chr20" 45169585
"9050" "ENSG00000149636.11" "chr20" 35380194
"9051" "ENSG00000149639.10" "chr20" 35405845
"9052" "ENSG00000149646.8" "chr20" 34556512
"9053" "ENSG00000149651.3" "chr20" 44350990
"9054" "ENSG00000149654.5" "chr20" 44802372
"9055" "ENSG00000149657.15" "chr20" 60697517
"9056" "ENSG00000149658.13" "chr20" 61826781
"9057" "ENSG00000149679.7" "chr20" 60963688
"9058" "ENSG00000149716.8" "chr11" 69467844
"9059" "ENSG00000149735.2" "chr11" 64701943
"9060" "ENSG00000149742.5" "chr11" 63137261
"9061" "ENSG00000149743.9" "chr11" 63991271
"9062" "ENSG00000149761.4" "chr11" 63993413
"9063" "ENSG00000149781.8" "chr11" 63974150
"9064" "ENSG00000149782.7" "chr11" 64018995
"9065" "ENSG00000149792.4" "chr11" 64889655
"9066" "ENSG00000149798.3" "chr11" 65082289
"9067" "ENSG00000149806.6" "chr11" 64888100
"9068" "ENSG00000149809.10" "chr11" 64879317
"9069" "ENSG00000149823.3" "chr11" 64856796
"9070" "ENSG00000149922.6" "chr16" 30097114
"9071" "ENSG00000149923.9" "chr16" 30087299
"9072" "ENSG00000149925.12" "chr16" 30064411
"9073" "ENSG00000149926.9" "chr16" 30035748
"9074" "ENSG00000149927.13" "chr16" 30016830
"9075" "ENSG00000149929.11" "chr16" 30003645
"9076" "ENSG00000149930.13" "chr16" 29984962
"9077" "ENSG00000149932.12" "chr16" 29952206
"9078" "ENSG00000149948.9" "chr12" 66217911
"9079" "ENSG00000149968.7" "chr11" 102706532
"9080" "ENSG00000149970.10" "chrX" 21392536
"9081" "ENSG00000149972.6" "chr11" 98891683
"9082" "ENSG00000150045.7" "chr12" 9980077
"9083" "ENSG00000150048.6" "chr12" 10222153
"9084" "ENSG00000150051.9" "chr10" 27961804
"9085" "ENSG00000150054.14" "chr10" 28339922
"9086" "ENSG00000150076.18" "chr10" 32832297
"9087" "ENSG00000150093.14" "chr10" 33189247
"9088" "ENSG00000150165.13" "chr10" 47157983
"9089" "ENSG00000150201.10" "chr10" 43867090
"9090" "ENSG00000150244.8" "chr11" 55029658
"9091" "ENSG00000150261.2" "chr11" 56113421
"9092" "ENSG00000150269.1" "chr11" 56229945
"9093" "ENSG00000150275.13" "chr10" 55562531
"9094" "ENSG00000150281.6" "chr16" 30907928
"9095" "ENSG00000150316.7" "chr11" 94695787
"9096" "ENSG00000150337.9" "chr1" 149754227
"9097" "ENSG00000150347.10" "chr10" 63661059
"9098" "ENSG00000150361.7" "chr13" 70274726
"9099" "ENSG00000150394.9" "chr16" 61681146
"9100" "ENSG00000150401.10" "chr13" 114110134
"9101" "ENSG00000150403.13" "chr13" 114145310
"9102" "ENSG00000150433.5" "chr11" 124966398
"9103" "ENSG00000150455.9" "chr11" 126152960
"9104" "ENSG00000150456.6" "chr13" 21302870
"9105" "ENSG00000150457.7" "chr13" 21547171
"9106" "ENSG00000150459.8" "chr13" 21714653
"9107" "ENSG00000150471.11" "chr4" 62066976
"9108" "ENSG00000150477.10" "chr18" 34409069
"9109" "ENSG00000150510.11" "chr13" 51796503
"9110" "ENSG00000150526.7" "chr14" 39699435
"9111" "ENSG00000150527.12" "chr14" 39734488
"9112" "ENSG00000150540.9" "chr2" 138721590
"9113" "ENSG00000150551.10" "chr2" 133402426
"9114" "ENSG00000150556.12" "chr2" 149894621
"9115" "ENSG00000150593.11" "chr10" 112631565
"9116" "ENSG00000150594.5" "chr10" 112836790
"9117" "ENSG00000150625.12" "chr4" 176554085
"9118" "ENSG00000150627.11" "chr4" 176986985
"9119" "ENSG00000150628.2" "chr4" 177105789
"9120" "ENSG00000150630.2" "chr4" 177604689
"9121" "ENSG00000150636.11" "chr18" 66382446
"9122" "ENSG00000150637.4" "chr18" 67498394
"9123" "ENSG00000150656.10" "chr18" 72201675
"9124" "ENSG00000150667.6" "chr15" 39892232
"9125" "ENSG00000150672.12" "chr11" 83166055
"9126" "ENSG00000150676.8" "chr11" 85566144
"9127" "ENSG00000150681.5" "chr1" 192127587
"9128" "ENSG00000150687.7" "chr11" 86502101
"9129" "ENSG00000150712.6" "chr5" 32227100
"9130" "ENSG00000150722.6" "chr2" 182818968
"9131" "ENSG00000150750.6" "chr11" 111126707
"9132" "ENSG00000150753.7" "chr5" 10250033
"9133" "ENSG00000150756.9" "chr5" 10226442
"9134" "ENSG00000150760.8" "chr10" 128593978
"9135" "ENSG00000150764.9" "chr11" 111797868
"9136" "ENSG00000150768.11" "chr11" 111895538
"9137" "ENSG00000150773.6" "chr11" 111934734
"9138" "ENSG00000150776.13" "chr11" 111944810
"9139" "ENSG00000150779.7" "chr11" 111955524
"9140" "ENSG00000150782.7" "chr11" 112013974
"9141" "ENSG00000150783.5" "chr11" 112038095
"9142" "ENSG00000150787.3" "chr11" 112097088
"9143" "ENSG00000150867.9" "chr10" 22823778
"9144" "ENSG00000150873.7" "chr2" 11273179
"9145" "ENSG00000150893.9" "chr13" 39261266
"9146" "ENSG00000150907.6" "chr13" 41129804
"9147" "ENSG00000150938.5" "chr2" 36583069
"9148" "ENSG00000150961.10" "chr4" 119643978
"9149" "ENSG00000150967.13" "chr12" 123405498
"9150" "ENSG00000150977.9" "chr12" 123899936
"9151" "ENSG00000150990.3" "chr12" 125431371
"9152" "ENSG00000150991.10" "chr12" 125396150
"9153" "ENSG00000150995.13" "chr3" 4535032
"9154" "ENSG00000151005.3" "chr4" 164392257
"9155" "ENSG00000151006.7" "chr16" 31094746
"9156" "ENSG00000151012.9" "chr4" 139085251
"9157" "ENSG00000151014.4" "chr4" 139936943
"9158" "ENSG00000151023.12" "chr10" 25270908
"9159" "ENSG00000151025.9" "chr10" 25463991
"9160" "ENSG00000151033.7" "chr10" 30900718
"9161" "ENSG00000151062.10" "chr12" 1901123
"9162" "ENSG00000151065.9" "chr12" 2055220
"9163" "ENSG00000151067.16" "chr12" 2079952
"9164" "ENSG00000151079.6" "chr12" 4918342
"9165" "ENSG00000151090.13" "chr3" 24158651
"9166" "ENSG00000151092.12" "chr3" 25760435
"9167" "ENSG00000151093.3" "chr3" 25824408
"9168" "ENSG00000151116.12" "chr11" 18551156
"9169" "ENSG00000151117.4" "chr11" 18714669
"9170" "ENSG00000151131.5" "chr12" 105380088
"9171" "ENSG00000151135.5" "chr12" 107349497
"9172" "ENSG00000151136.10" "chr12" 107712190
"9173" "ENSG00000151148.9" "chr12" 109915207
"9174" "ENSG00000151150.16" "chr10" 61786056
"9175" "ENSG00000151151.5" "chr10" 59951278
"9176" "ENSG00000151164.14" "chr12" 110939460
"9177" "ENSG00000151176.3" "chr12" 113796371
"9178" "ENSG00000151208.12" "chr10" 79550549
"9179" "ENSG00000151224.8" "chr10" 82031576
"9180" "ENSG00000151229.8" "chr12" 40148823
"9181" "ENSG00000151233.6" "chr12" 42475647
"9182" "ENSG00000151239.9" "chr12" 44187526
"9183" "ENSG00000151247.8" "chr4" 99792835
"9184" "ENSG00000151276.19" "chr3" 65339200
"9185" "ENSG00000151287.12" "chr13" 103418340
"9186" "ENSG00000151292.13" "chr5" 122847793
"9187" "ENSG00000151304.5" "chr5" 121297656
"9188" "ENSG00000151320.6" "chr14" 32798479
"9189" "ENSG00000151322.14" "chr14" 33404139
"9190" "ENSG00000151327.8" "chr14" 35514113
"9191" "ENSG00000151332.14" "chr14" 36767770
"9192" "ENSG00000151338.14" "chr14" 37667118
"9193" "ENSG00000151348.9" "chr11" 44117099
"9194" "ENSG00000151360.5" "chr2" 3705785
"9195" "ENSG00000151364.11" "chr11" 77726761
"9196" "ENSG00000151365.2" "chr11" 77774907
"9197" "ENSG00000151366.8" "chr11" 77779350
"9198" "ENSG00000151376.12" "chr11" 86152150
"9199" "ENSG00000151379.3" "chr2" 17997763
"9200" "ENSG00000151388.6" "chr5" 33523640
"9201" "ENSG00000151413.12" "chr14" 31959162
"9202" "ENSG00000151414.10" "chr1" 198126093
"9203" "ENSG00000151418.7" "chr1" 198492352
"9204" "ENSG00000151422.8" "chr5" 108083523
"9205" "ENSG00000151445.11" "chr14" 77893018
"9206" "ENSG00000151458.7" "chr4" 125585207
"9207" "ENSG00000151461.15" "chr10" 11962021
"9208" "ENSG00000151465.9" "chr10" 12237964
"9209" "ENSG00000151466.7" "chr4" 129786076
"9210" "ENSG00000151468.9" "chr10" 12938627
"9211" "ENSG00000151470.8" "chr4" 130014472
"9212" "ENSG00000151474.15" "chr10" 13685706
"9213" "ENSG00000151475.4" "chr4" 128651533
"9214" "ENSG00000151490.9" "chr12" 15475331
"9215" "ENSG00000151491.8" "chr12" 15773092
"9216" "ENSG00000151498.7" "chr11" 134123389
"9217" "ENSG00000151500.10" "chr11" 134118173
"9218" "ENSG00000151502.6" "chr11" 134094539
"9219" "ENSG00000151503.8" "chr11" 134020014
"9220" "ENSG00000151532.9" "chr10" 114206756
"9221" "ENSG00000151552.7" "chr4" 17461884
"9222" "ENSG00000151553.10" "chr10" 116581503
"9223" "ENSG00000151572.12" "chr12" 101111304
"9224" "ENSG00000151575.10" "chr15" 56536207
"9225" "ENSG00000151576.6" "chr3" 113724680
"9226" "ENSG00000151577.8" "chr3" 113847499
"9227" "ENSG00000151611.9" "chr4" 146539415
"9228" "ENSG00000151612.11" "chr4" 146678779
"9229" "ENSG00000151615.3" "chr4" 147560045
"9230" "ENSG00000151617.11" "chr4" 148402069
"9231" "ENSG00000151623.10" "chr4" 148999913
"9232" "ENSG00000151632.12" "chr10" 5029967
"9233" "ENSG00000151640.8" "chr10" 134000404
"9234" "ENSG00000151655.13" "chr10" 7745232
"9235" "ENSG00000151657.7" "chr10" 7792925
"9236" "ENSG00000151665.8" "chr2" 46808076
"9237" "ENSG00000151687.10" "chr2" 190539016
"9238" "ENSG00000151689.8" "chr2" 191208196
"9239" "ENSG00000151690.10" "chr2" 191273081
"9240" "ENSG00000151692.10" "chr2" 7057523
"9241" "ENSG00000151693.5" "chr2" 9346894
"9242" "ENSG00000151694.8" "chr2" 9628615
"9243" "ENSG00000151702.12" "chr11" 128556430
"9244" "ENSG00000151704.11" "chr11" 128706210
"9245" "ENSG00000151715.3" "chr11" 129685714
"9246" "ENSG00000151718.11" "chr4" 184020446
"9247" "ENSG00000151725.7" "chr4" 185615772
"9248" "ENSG00000151726.9" "chr4" 185676749
"9249" "ENSG00000151729.6" "chr4" 186064395
"9250" "ENSG00000151743.6" "chr12" 31824071
"9251" "ENSG00000151746.9" "chr12" 32259769
"9252" "ENSG00000151748.10" "chr14" 51098776
